label	position	relative_position	count	mean_attribution	mean_abs_attribution	positive_attribution_fraction
0	161	61	56	-0.3862767662142857	0.56350185825	0.21428571428571427
0	42	-58	56	-0.3452359272500001	0.34693702410714294	0.017857142857142856
0	113	13	56	0.24443217359285724	0.32789571632142867	0.5178571428571429
0	99	-1	56	0.27124208575000003	0.3230727564642857	0.7678571428571429
0	96	-4	56	0.1816243097553572	0.31359087512678574	0.4107142857142857
0	101	1	56	-0.2762245375571428	0.29290581134285715	0.16071428571428573
0	75	-25	56	-0.029667552874999996	0.29220810773214284	0.4107142857142857
0	173	73	56	0.02620310303571429	0.2853406226428571	0.32142857142857145
0	47	-53	56	-0.2765722643339285	0.2805094999767856	0.03571428571428571
0	23	-77	56	0.09060056159999998	0.24192032511428566	0.30357142857142855
0	0	-100	56	0.12185561723214285	0.24086781780357147	0.7857142857142857
0	195	95	56	-0.17632325048571426	0.2394087096285714	0.26785714285714285
0	84	-16	56	-0.003452179699999999	0.2379924854785714	0.2857142857142857
0	93	-7	56	-0.1196446274375	0.23343594386607142	0.23214285714285715
0	35	-65	56	-0.043695360548214275	0.2332910691767857	0.5892857142857143
0	191	91	56	0.1924516638839286	0.2296511785732142	0.7142857142857143
0	69	-31	56	-0.026397038821428576	0.22580097317857134	0.30357142857142855
0	120	20	56	-0.08616783300357142	0.22114463274999993	0.6785714285714286
0	198	98	56	-0.17550370791428568	0.20670321695714278	0.32142857142857145
0	66	-34	56	-0.185930409125	0.20459350308928564	0.17857142857142858
0	25	-75	56	-0.1907410786357143	0.20083746765	0.125
0	106	6	56	-0.09889124101785714	0.19846365183928572	0.21428571428571427
0	116	16	56	-0.17461368800535718	0.1963070413160714	0.10714285714285714
0	110	10	56	-0.18600483952500002	0.19568881074642858	0.125
0	140	40	56	-0.16827431292553574	0.19484899754589288	0.3392857142857143
0	74	-26	56	-0.06264915680357143	0.19197637937500006	0.32142857142857145
0	196	96	56	0.07226318936964285	0.19045102438035713	0.5178571428571429
0	52	-48	56	-0.18590900390357143	0.1869736410464286	0.017857142857142856
0	1	-99	56	0.12052994564142859	0.1865305084835714	0.5892857142857143
0	36	-64	56	0.15064628646785713	0.1802257023214286	0.6785714285714286
0	109	9	56	0.037991250325	0.18022009675357137	0.42857142857142855
0	126	26	56	-0.11948642736250002	0.17404395225535713	0.35714285714285715
0	123	23	56	-0.07404241926785715	0.17227739455357138	0.26785714285714285
0	76	-24	56	0.13793591779107148	0.16965484106607145	0.6964285714285714
0	115	15	56	0.003994743071428575	0.1681602688928571	0.6071428571428571
0	177	77	56	-0.08378331301285714	0.16782464402285716	0.5535714285714286
0	190	90	56	0.07720474068928573	0.16593384251071427	0.375
0	181	81	56	-0.07640290478749999	0.1652420876696428	0.39285714285714285
0	151	51	56	-0.054345400267857155	0.1617301308035714	0.2857142857142857
0	56	-44	56	0.013128169233928589	0.16153472037321429	0.5
0	167	67	56	-0.039451443814285725	0.16132612523928577	0.2857142857142857
0	138	38	56	-0.1555129506678572	0.1581293002750001	0.017857142857142856
0	170	70	56	0.12588149640535715	0.15657314879821424	0.8571428571428571
0	2	-98	56	-0.15523008321071427	0.1559321355392857	0.03571428571428571
0	8	-92	56	-0.15358460298214283	0.15576317791071426	0.017857142857142856
0	178	78	56	0.02045653494892858	0.15452416476535716	0.26785714285714285
0	90	-10	56	-0.016516356880892855	0.1535772160880357	0.5357142857142857
0	45	-55	56	-0.11161729160982146	0.15205590141160716	0.32142857142857145
0	41	-59	56	-0.0899868196785714	0.15036360685714284	0.375
0	40	-60	56	-0.11041967374464282	0.14701926861607142	0.30357142857142855
0	148	48	56	-0.11262760335803572	0.14664959590089283	0.4642857142857143
0	142	42	56	-0.06344922840535712	0.14437399188035713	0.48214285714285715
0	111	11	56	-0.06695300661428573	0.14153165085357144	0.2857142857142857
0	166	66	56	-0.1381991144482143	0.14144885730535714	0.03571428571428571
0	184	84	56	-0.1273142412464286	0.1411188217464286	0.21428571428571427
0	87	-13	56	-0.1351809207214286	0.14069483884285716	0.125
0	15	-85	56	-0.0652216003017857	0.13673641437321424	0.2857142857142857
0	32	-68	56	-0.1199262167125	0.13609169614464284	0.21428571428571427
0	154	54	56	-0.13344162057142858	0.13578415867857144	0.017857142857142856
0	98	-2	56	-0.01815788902785714	0.13496450344214286	0.4107142857142857
0	171	71	56	-0.058089603885714276	0.13355169488214286	0.4642857142857143
0	141	41	56	-0.12762888068749997	0.13321857906249998	0.08928571428571429
0	119	19	56	0.05344521049821428	0.13301377426607144	0.48214285714285715
0	103	3	56	0.01885839784464286	0.13175472158392856	0.30357142857142855
0	6	-94	56	-0.12415980278357143	0.1315058771407143	0.03571428571428571
0	132	32	56	-0.039840665688214295	0.12802369192392857	0.5
0	153	53	56	0.0006512371892857112	0.12730642909642856	0.6071428571428571
0	143	43	56	0.012968635673214284	0.1256844846125	0.35714285714285715
0	81	-19	56	-0.08664549251964285	0.12484191570535712	0.21428571428571427
0	112	12	56	0.05035454802357146	0.1230587432664286	0.48214285714285715
0	121	21	56	0.044134924080357144	0.12276955156250001	0.5357142857142857
0	26	-74	56	-0.08936335524642858	0.121456568675	0.26785714285714285
0	51	-49	56	0.05638086691642856	0.12137110617714288	0.5535714285714286
0	169	69	56	-0.032050450160714276	0.12134652833214285	0.5178571428571429
0	107	7	56	-0.039805702250000005	0.12130534374999999	0.3392857142857143
0	83	-17	56	0.032754023625	0.12037860716071429	0.5178571428571429
0	125	25	56	-0.1170694126160714	0.12016815966607142	0.07142857142857142
0	129	29	56	0.002538074771428574	0.12005400424999998	0.48214285714285715
0	59	-41	56	-0.09669329779107141	0.11984457031607143	0.26785714285714285
0	5	-95	56	-0.005012946957142858	0.11912405257857143	0.6428571428571429
0	12	-88	56	-0.04856421242499999	0.11903943724642858	0.19642857142857142
0	105	5	56	0.01825501911785714	0.11874386165357141	0.5357142857142857
0	24	-76	56	-0.10767276470178576	0.11827124360178573	0.16071428571428573
0	160	60	56	-0.06869984581964289	0.11702571813035718	0.375
0	10	-90	56	-0.11156648392142857	0.11615500593928571	0.07142857142857142
0	19	-81	56	-0.04362096836249999	0.11534052394107143	0.2857142857142857
0	164	64	56	-0.06932193649999999	0.11392105374999997	0.42857142857142855
0	197	97	56	0.06278538499714285	0.11358214457571425	0.625
0	57	-43	56	-0.052845213664107146	0.11304371391053576	0.42857142857142855
0	71	-29	56	0.03346187146517858	0.11301839822410716	0.5535714285714286
0	131	31	56	-0.04427298723392858	0.11240265923035712	0.35714285714285715
0	104	4	56	-0.0989673097410714	0.11167681498392856	0.14285714285714285
0	92	-8	56	-0.08610902625535714	0.10951089829107148	0.17857142857142858
0	139	39	56	-0.0783282834732143	0.1081651867875	0.26785714285714285
0	152	52	56	0.01039673699135714	0.10764926703064284	0.4107142857142857
0	55	-45	56	-0.087128865283625	0.10739635088719646	0.32142857142857145
0	61	-39	56	0.026197579519642855	0.10625500209464286	0.4642857142857143
0	54	-46	56	-0.09522156475714283	0.10613004457857143	0.125
0	94	-6	56	-0.02270835468214286	0.10518183498928575	0.4107142857142857
0	37	-63	56	-0.05213851358998213	0.10380799094712498	0.19642857142857142
0	3	-97	56	0.07939053609285714	0.10373239922857144	0.75
0	108	8	56	0.02079424517039286	0.1034023305153214	0.5357142857142857
0	82	-18	56	-0.027981374848214283	0.1021473564803571	0.2857142857142857
0	185	85	56	-0.09246645138571427	0.10159906136428569	0.14285714285714285
0	194	94	56	-0.01986959733625001	0.10094056652089285	0.6964285714285714
0	102	2	56	-0.06264502424285713	0.10075242322142856	0.23214285714285715
0	64	-36	56	0.002713594344642849	0.10003252812321431	0.6071428571428571
0	172	72	56	-0.0331596800125	0.0999505879410714	0.25
0	28	-72	56	-0.08651438846607147	0.0994392989232143	0.26785714285714285
0	117	17	56	-0.08048616364107138	0.09735098481964286	0.125
0	78	-22	56	0.025398213490714288	0.09509945471214284	0.625
0	80	-20	56	-0.05724874426696427	0.09508194312946427	0.30357142857142855
0	193	93	56	-0.08563119995000003	0.0934115056464286	0.17857142857142858
0	149	49	56	0.04581976500094643	0.09205887621880357	0.5714285714285714
0	89	-11	56	0.017244748039285707	0.09044475076785714	0.4642857142857143
0	137	37	56	-0.006165259203571428	0.08947748091785714	0.5892857142857143
0	145	45	56	0.05054408905892859	0.0885655924160714	0.7321428571428571
0	187	87	56	0.022491199062500005	0.08830279157678574	0.375
0	67	-33	56	-0.02056376270589286	0.08814638583089285	0.375
0	27	-73	56	-0.0023746533857142817	0.08803009717142862	0.42857142857142855
0	50	-50	56	-0.017828036194642856	0.08744520988392857	0.6428571428571429
0	130	30	56	-0.05532430160357143	0.08738982874285708	0.21428571428571427
0	135	35	56	-0.06932804100892857	0.0872537940232143	0.21428571428571427
0	11	-89	56	-0.041407325769642844	0.08722343280892855	0.17857142857142858
0	58	-42	56	-0.007918134559821426	0.08694415819017857	0.5357142857142857
0	158	58	56	-0.01425677549107143	0.08684238814464286	0.4107142857142857
0	30	-70	56	-0.03908676275714285	0.08615075148214281	0.21428571428571427
0	133	33	56	0.023965023296428575	0.08569421979642856	0.7142857142857143
0	21	-79	56	-0.07549913352803571	0.08501618696482142	0.16071428571428573
0	53	-47	56	-0.05799630584821428	0.08429918670535712	0.3392857142857143
0	16	-84	56	-0.047818611753053575	0.0836244982209107	0.35714285714285715
0	43	-57	56	-0.05933953716374999	0.08299543939589286	0.25
0	70	-30	56	-0.02718390117321428	0.08262683339821429	0.3392857142857143
0	31	-69	56	-0.06282127844821427	0.08156827019821429	0.125
0	122	22	56	-0.029901914646071438	0.08072011969785715	0.48214285714285715
0	22	-78	56	-0.07514802336642858	0.08021967678357143	0.17857142857142858
0	150	50	56	-0.016735347730357144	0.08018995158392857	0.5
0	97	-3	56	-0.017525645207142858	0.08008649647142854	0.375
0	147	47	56	-0.0466572734839286	0.07974100551964287	0.26785714285714285
0	14	-86	56	-0.06676564896964286	0.07957074227321428	0.19642857142857142
0	79	-21	56	0.002520802861249998	0.07889104677553573	0.44642857142857145
0	48	-52	56	-0.056310178608392845	0.07870827822089285	0.21428571428571427
0	33	-67	56	-0.03669801495464285	0.07809852675249998	0.23214285714285715
0	127	27	56	0.0050316548010714305	0.07749553077035713	0.4642857142857143
0	124	24	56	-0.0771264626660714	0.0771264626660714	0.0
0	179	79	56	-0.04266888764214284	0.07626660562071427	0.32142857142857145
0	62	-38	56	-0.0659595971375	0.07592407492321428	0.19642857142857142
0	114	14	56	-0.06678191457892856	0.07539800712464285	0.3392857142857143
0	77	-23	56	-0.06313579963910713	0.07536781336875	0.14285714285714285
0	91	-9	56	0.02881791197410715	0.07475551422589288	0.6071428571428571
0	49	-51	56	0.005101236982142856	0.0738318421607143	0.39285714285714285
0	155	55	56	0.03136130145357142	0.07376463196428575	0.6964285714285714
0	157	57	56	-0.030935024090000002	0.0710964658507143	0.2857142857142857
0	118	18	56	-0.025070775962678576	0.07076652488660715	0.39285714285714285
0	176	76	56	-0.027182580632142853	0.07045418734999997	0.32142857142857145
0	34	-66	56	0.0008483450946428585	0.06951389780178571	0.4107142857142857
0	95	-5	56	0.011340319642857144	0.06935500479285714	0.5714285714285714
0	46	-54	56	-0.006610858976785718	0.06934329066607142	0.35714285714285715
0	162	62	56	-0.03301913848214286	0.06919792326785713	0.44642857142857145
0	188	88	56	-0.030346816616071432	0.06864025718035714	0.4107142857142857
0	38	-62	56	0.01461139545107143	0.06838583168107143	0.7142857142857143
0	44	-56	56	0.003085991073214286	0.06715767025535715	0.4107142857142857
0	174	74	56	-0.0286851994	0.06712357248214283	0.3392857142857143
0	68	-32	56	-0.04905081223982144	0.06708992881946428	0.4107142857142857
0	7	-93	56	-0.045901387133214296	0.06677295305249999	0.32142857142857145
0	144	44	56	0.028414006290178574	0.06657911403839287	0.6607142857142857
0	86	-14	56	0.029907040677660708	0.06534385954376785	0.6071428571428571
0	60	-40	56	-0.011133282007142862	0.06533939617142857	0.5714285714285714
